icao,name,municipality,iso_country,type
CPP2,Collingwood General and Marine Hospital Heliport,Collingwood,CA,heliport
CPP3,Hoskin Airport,Port Perry,CA,small_airport
CPP6,Grand River Executive Airport,York,CA,small_airport
CPP7,Ottawa (Civic Hospital) Heliport,Ottawa,CA,heliport
CPP8,Passport Helico Heliport,Montreal,CA,heliport
CPQ3,Niagara Falls Heliport,Niagara Falls,CA,heliport
CPQ6,Lake Rosseau/Cameron Bay Seaplane Base,Rosseau,CA,seaplane_base
CPQ7,Skeleton Lake Seaplane Base,,CA,seaplane_base
CPR2,Ottawa/Embrun Aerodrome,Embrun,CA,small_airport
CPR3,Palmerston Airport,Palmerston,CA,small_airport
CPR4,London (University Hospital) Heliport,London,CA,heliport
CPR5,Woodstock Airport,Woodstock,CA,small_airport
CPR7,Wingham / Richard W. LeVan Airport,Wingham,CA,small_airport
CPR8,Pincher Creek (Hospital) Heliport,Pincher Creek,CA,heliport
CPR9,Fergus (Royland Field),,CA,small_airport
CPS1,Parry Sound Harbour Seaplane Base,,CA,seaplane_base
CPS2,Elmhirst's Resort Airport,Keene,CA,small_airport
CPS4,Lucan Airport,Lucan,CA,small_airport
CPS5,Miminiska Airport,Miminiska,CA,small_airport
CPS6,Cornwall (Community Hospital McConnell Site) Heliport,Cornwall,CA,heliport
CPS8,Parry Sound/Huron Island Seaplane Base,,CA,seaplane_base
CPS9,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,Frying Pan Island,CA,seaplane_base
CPT2,Killarney Airport,Killarney,CA,small_airport
CPT3,Rockton Airport,Rockton,CA,small_airport
CPT6,Perry Lake Seaplane Base,,CA,seaplane_base
CPT7,Mattawa Seaplane Base,,CA,seaplane_base
CPT8,Parry Sound/Deep Bay Seaplane Base,,CA,seaplane_base
CPT9,Pintendre Airport,Pintendre,CA,small_airport
CPU2,Kincardine (South Bruce Grey Health Centre Hospital) Heliport,Kincardine,CA,heliport
CPU3,Rodney (New Glasgow) Airport,Rodney,CA,small_airport
CPU4,Manitouwadge (General Hospital) Heliport,Manitouwadge,CA,heliport
CPU5,Orillia/Matchedash Lake Seaplane Base,Orillia,CA,seaplane_base
CPU6,Tyendinaga Mohawk Airport,Tyendinaga,CA,small_airport
CPV2,Orangeville / Castlewood Field,Orangeville,CA,small_airport
CPV4,Mansfield Airport,Mansfield,CA,small_airport
CPV5,Head Lake Seaplane Base,,CA,seaplane_base
CPV6,Barry's Bay (St. Francis Memorial Hospital) Heliport,Barry's Bay,CA,heliport
CPV8,Keewaywin Airport,Keewaywin,CA,small_airport
CPV9,Poverty Valley Airport,Poverty Valley,CA,small_airport
CPW2,London (Victoria Hospital) Heliport,London,CA,heliport
CPW5,Timmins/Porcupine Lake Seaplane Base,,CA,seaplane_base
CPW6,Midland (Huronia District Hospital) Heliport,Midland,CA,heliport
CPW8,Powell River (Hospital) Heliport,Powell River,CA,heliport
CPW9,Port Alberni Seaplane Base,Port Alberni,CA,seaplane_base
CPX2,Marathon (Wilson Memorial Hospital) Heliport,Marathon,CA,heliport
CPX6,Port Perry (Community Memorial Hospital) Heliport,Port Perry,CA,heliport
CPX8,Sault Ste. Marie Seaplane Base,,CA,seaplane_base
CPY2,Milton (District Hospital) Heliport,Milton,CA,heliport
CPY3,Beardmore (Health Centre) Heliport,Beardmore,CA,heliport
CPY5,Wilson's Heliport,Toronto,CA,heliport
CPY7,Huntsville/Bella Lake Seaplane Base,,CA,seaplane_base
CPY8,Port Carling/Butterfly Lake Seaplane Base,,CA,seaplane_base
CPY9,Holyoake Airfield,Centre Wellington,CA,small_airport
CPZ2,Alliston (Stevenson Memorial Hospital) Heliport,Alliston,CA,heliport
CPZ3,Trenton/Mountain View Airport,Ameliasburgh,CA,small_airport
CPZ6,Montreal / Point Zero Helipad,Montreal,CA,heliport
CPZ7,MacTier/Francis Island Seaplane Base,,CA,seaplane_base
CPZ9,Toronto/City Centre Seaplane Base,Toronto,CA,seaplane_base
CQH2,Questral Helicopters Heliport,Ottawa,CA,heliport
MRAF,Cóbano Airport,Cóbano,CR,small_airport
CR8A,Reef Hueston Helicopter Landing,Streatham,CA,heliport
CRA2,Rollick Airpark,Queensville,CA,small_airport
CRB2,Cottam Airport,Cottam,CA,small_airport
CRB4,Rivière Bonnard Airport,Rivière Bonnard,CA,small_airport
CRB5,Rivière Bell Aerodrome,Rivière Bell,CA,small_airport
CRB6,Richards Beach Water Aerodrome,Sturgeon Bay,CA,seaplane_base
CRB7,Cardinal Aviation Seaplane Base,Rivière Blanche,CA,seaplane_base
CRC2,RCMP Heliport,Fredericton,CA,heliport
CRC3,Ross Creek Airport,Magna Bay,CA,small_airport
CRD3,Red Deer Regional Hospital Centre Heliport,Red Deer,CA,heliport
CRD5,Red Deer / Truant Airfield,Red Deer,CA,small_airport
CRD6,Truant South Airport,Red Deer,CA,small_airport
CRD8,Aird Island Seaplane Base,Spanish,CA,seaplane_base
CRE2,Edzo Airport,Rae-Edzo,CA,small_airport
CRE3,Rand Private Airfield,Curries,CA,small_airport
CRF2,Langley (Russell Farm) Heliport,Langley,CA,heliport
CRF3,Edmonton / Villeneuve (Rose Field) Aerodrome,Villeneuve,CA,small_airport
CRF4,Calgary / Okotoks (Rowland Field),Calgary,CA,small_airport
CRF5,Saskatoon/Richter Field Airport,Martensville,CA,small_airport
CRF6,Quamichan Lake (Raven Field) Seaplane Base,,CA,seaplane_base
CRG2,Argus Heliport,Kelowna,CA,heliport
CRG3,Bouthillier Airport,Carignan,CA,small_airport
CRH2,Coronation (Health Centre) Heliport,Coronation,CA,heliport
CRH3,Rifflin' Hitch Water Aerodrome,Eagle River,CA,seaplane_base
CRH5,Rimbey (Hospital & Care Centre) Heliport,Rimbey,CA,heliport
CRHA,Streatham Reef Hueston Airfield,Streatham,CA,small_airport
CRK2,Millet/Creekview Airport,Millet,CA,small_airport
CRK3,Pourvoirie Cecaurel Water Aerodrome,Kiamka Reservoir,CA,seaplane_base
CRL2,Westport / Rideau Lakes Airport,Westport,CA,small_airport
CRL3,Red Lake (Margaret Cochenour Memorial Hospital) Heliport,Red Lake,CA,heliport
CRL4,Kirby Lake Airport,Kirby Lake,CA,small_airport
CRL6,West Guilford/Redstone Lake Water Aerodrome,West Guilford,CA,seaplane_base
CRL7,Reindeer Lake / Lindbergh Lodge Airstrip,,CA,small_airport
CRL8,Roberts Lake Seaplane Base,Parry Sound,CA,seaplane_base
CRL9,Kingston / Riverland Airfield,Kingston,CA,small_airport
CRM2,Riding Mountain Airport,Riding Mountain,CA,small_airport
CRM4,Cormier Airport,Cormier,CA,small_airport
CRM5,Wheatly (Robinson Motorcycles) Airfield,Coatsworth,CA,small_airport
CRML,Stoney Point (Le Cunff) Airport,Stoney Point,CA,small_airport
CRO2,Onward Aviation Heliport,Rockton,CA,heliport
CRP2,R.M. of Pipestone Airport,Reston,CA,small_airport
CRQ2,Regina General Hospital Helipad,Regina,CA,heliport
CRS2,Parry Sound Medical Heliport,Parry Sound,CA,heliport
CRS3,Calgary / Christiansen Field,Calgary,CA,small_airport
CRS4,Rosseau Airport,,CA,small_airport
CRS6,Rostrevor Heliport,Windermere,CA,heliport
CRS7,Matoush Airport,,CA,small_airport
CRT2,Rivière Témiscamie (Air Roberval) Airport,Jamésie,CA,small_airport
CRV2,Barrie (Royal Victoria Hospital) Heliport,Barrie,CA,heliport
CRV3,Whistlewing Airstrip,Carnarvon,CA,small_airport
CRV7,Revilo Island Seaplane Base,Parry Sound,CA,seaplane_base
CRV8,Arviat Water Aerodrome,Arviat,CA,seaplane_base
CRW2,Redwater (Heliworks) Heliport,,CA,heliport
CRW3,Rankin Island Water Aerodrome,Lake Muskoka,CA,seaplane_base
CRW8,Redwater Health Centre Heliport,Redwater,CA,heliport
CSA2,Lac Agile (Mascouche) Airport,Lac Agile,CA,small_airport
CSA3,Edmonton / Sturgeon Community Hospital Heliport,,CA,heliport
CSA4,Boisvert & Fils Seaplane Base,Montréal,CA,seaplane_base
CSA5,St-Charles-de-Bourget Water Aerodrome,Saguenay,CA,seaplane_base
CSA7,Drummondville Seaplane Base,Drummondville,CA,seaplane_base
CSA8,Saguenay (Harvey) Water Aerodrome,Saguenay,CA,seaplane_base
CSA9,Lac-Des-Îles Seaplane Base,,CA,seaplane_base
CSB2,Sable Island Airport.,Sable Island,CA,small_airport
CSB3,St-Mathieu-De-Beloeil Airport,St-Mathieu-De-Beloeil,CA,small_airport
CSB4,Chibougamau Heliport,Chibougamau,CA,heliport
CSB5,Shediac Bridge Airport,Shediac Bridge,CA,small_airport
CSB6,Montebello Seaplane Base,Montebello,CA,seaplane_base
CSB7,Severn Bridge Airport,Severn Bridge,CA,small_airport
CSC3,Drummondville Airport,Drummondville,CA,small_airport
CSC4,Shefford Heliport,Shefford,CA,heliport
CSC6,Amos (Lac Figuery) Seaplane Base,,CA,seaplane_base
CSC9,Sudbury / Coniston Airport,Sudbury,CA,small_airport
CSD2,Sundre (Hospital & Health Care Centre) Heliport,Sundre,CA,heliport
CSD3,Salaberry-de-Valleyfield Aerodrome,Beauharnois-Salaberry,CA,small_airport
CSD4,Mont Laurier Airport,Mont-Laurier,CA,small_airport
CSD5,Fermont Heliport,Fermont,CA,heliport
CSD6,Baie-Comeau Water Aerodrome,Baie-Comeau,CA,seaplane_base
CSD7,Sunderland field/Blackwater creek,North Durham and Kawartha Lakes,CA,small_airport
CSD8,Burnt Island Helipad,Lake Joseph,CA,heliport
CSD9,Parc Gatineau Seaplane Base,La Peche,CA,seaplane_base
CSE2,Chibougamau (Hydro-Québec) Heliport,Chibougamau,CA,heliport
CSE3,Lourdes-de-Joliette Airport,Notre-Dame-de-Lourdes,CA,small_airport
CSE4,Lachute Airport,Lachute,CA,small_airport
CSE5,Montmagny Airport,Montmagny,CA,small_airport
CSE6,Mistissini Seaplane Base,,CA,seaplane_base
CSE7,Delta (SEI) Heliport,Vancouver,CA,heliport
CSE8,Lac Duhamel Seaplane Base,Mont-Tremblant,CA,seaplane_base
CSF3,Poste Montagnais (Mile 134) Airport,Poste Montagnais,CA,small_airport
CSF4,Shelburne (Schaefer Field),Amaranth,CA,small_airport
CSF5,Safron Farms Airport,Markerville,CA,small_airport
CSF6,Ste-Marguerite Heliport,Ste-Marguerite,CA,heliport
CSF7,Ottawa / Casselman (Shea Field),Ottawa,CA,small_airport
CSG2,East Angus Heliport,East Angus,CA,heliport
CSG3,Joliette Airport,Joliette,CA,small_airport
CSG5,Saint-Jean-Chrysostome Airport,Saint-Jean-Chrysostome,CA,small_airport
CSG6,Edmonton / Kelsonae Heliport,,CA,heliport
CSG7,François Desourdy Heliport,Sherbrooke,CA,heliport
CSG9,Sagard Heliport,Sagard,CA,heliport
CSH2,Île-aux-Grues Airport,L'Isle-aux-Grues,CA,small_airport
CSH4,Lebel-sur-Quevillon Airport,Lebel-sur-Quévillon,CA,small_airport
CSH5,Saint-Ferdinand Airport,Saint-Ferdinand,CA,small_airport
CSH6,Montreal / Les Cèdres Heliport,Montréal,CA,heliport
CSH8,Manicouagan/Lac Louise Seaplane Base,,CA,seaplane_base
CSH9,Montréal East (AIM) Heliport,Montréal,CA,heliport
CSJ2,Kanawata Aeroparc Airport,Rivière-Windigo,CA,small_airport
CSJ3,St. Joseph's Hospital Helipad,Estevan,CA,heliport
CSJ4,Louiseville Airport,Louiseville,CA,small_airport
CSJ5,St-Louis-de-France Airport,St-Louis-de-France,CA,small_airport
CSJ9,Salmon Lake Seaplane Base,Parry Sound,CA,seaplane_base
CSK5,Paquet Airport,St-Raymond,CA,small_airport
CSK7,Skyline Helicopter Technologies,Sudbury / Lively,CA,heliport
CSK9,Nicolet Heliport,Nicolet,CA,heliport
KCSL,O'Sullivan Army Heliport,Camp San Luis Obispo,US,heliport
CSL3,Lac-à-la-Tortue Airport,Lac-à-la-Tortue,CA,small_airport
CSL5,Saint-Victor-de-Beauce Airport,Saint-Victor,CA,small_airport
CSL6,Slave Lake Helicopters Heliport,Slave Lake,CA,heliport
CSL7,Odessa / Strawberry Lakes Airstrip,Qu'Appelle,CA,small_airport
CSL8,Sudbury / Laurentian (Hospital),,CA,heliport
CSL9,Baie-Comeau (Manic 1) Airport,Baie-Comeau,CA,small_airport
CSM2,Strathmore Hospital Heliport,Strathmore,CA,heliport
CSM3,Thetford Mines Airport,Thetford Mines,CA,small_airport
CSM5,Saint-Michel-des-Saints Aerodrome,Saint-Michel-Des-Saints,CA,small_airport
CSM6,Blue Sea Lake Seaplane Base,Maniwaki,CA,seaplane_base
CSM7,Abbotsford (Sumas Mountain) Heliport,Abbotsford,CA,heliport
CSM8,Sept-Îles/Lac des Rapides Water Aerodrome,Sept-Îles,CA,seaplane_base
CSM9,Sault Area Hospital Heliport,Sault Ste. Marie,CA,heliport
CSN2,Montreal / Kruger Heliport,Montréal,CA,heliport
CSN4,Woodstock/Snokist Heliport,Woodstock,CA,heliport
CSN6,Saint John (Saint John Regional Hospital) Heliport,Saint John,CA,heliport
CSN7,Farnham Airport,Farnham,CA,small_airport
CSN8,Québec/Lac St-Augustin Seaplane Base,Quebec City,CA,seaplane_base
CSN9,Baie-Comeau / Héli-Manicouagan Heliport,Baie-Comeau,CA,heliport
PACA,Cape Spencer C.G. Heliport,Cape Spencer,US,heliport
CSP2,Stony Plain (Westview Health Centre) Heliport,Stony Plain,CA,heliport
CSP3,Stony Plain (Stony Field) Airport,Stony Plain,CA,small_airport
CSP4,Sproat Lake Landing Water Aerodrome.,Port Alberni,CA,seaplane_base
CSP5,St-Mathias Airport,St-Mathias,CA,small_airport
CSP6,Montreal / Aéroparc Île Perrot,Montréal,CA,small_airport
CSP8,Lac Sept-Îles Seaplane Base,,CA,seaplane_base
CSP9,Ste-Anne-du-Lac Seaplane Base,Ste-Anne-du-Lac,CA,seaplane_base
CSQ3,Valcourt Airport,Valcourt,CA,small_airport
CSR2,PVA1 Airport,Swan River,CA,small_airport
CSR3,Victoriaville Airport,Victoriaville,CA,small_airport
CSR5,Île d'Orléans Heliport,Île d'Orléans,CA,heliport
CSR6,Sonora Resort Heliport,Sonora Resort,CA,heliport
CSR8,La Sarre Airport,La Sarre,CA,small_airport
CSS2,Rivière-du-Loup Heliport,Rivière-du-Loup,CA,heliport
CSS4,St-Dominique Airport,St-Dominique,CA,small_airport
CSS7,Lac-à-Beauce Seaplane Base,Lac-à-Beauce,CA,seaplane_base
CST2,Montreal / Marina Venise,,CA,heliport
CST3,Montreal / St-Lazare Airport,Montréal,CA,small_airport
CST5,Sable Island Heliport,Sable Island,CA,heliport
CST6,Clova/Lac Duchamp Seaplane Base,,CA,seaplane_base
CST7,St-Lambert-De-Lauzon Airport,St-Lambert-De-Lauzon,CA,small_airport
CST8,Montreal / Marina Venise Seaplane Base,Montréal,CA,seaplane_base
CSU2,Chisasibi Airport,Chisasibi,CA,small_airport
CSU3,Saint-Hyacinthe Aerodrome,Saint-Hyacinthe,CA,small_airport
CSU4,Shubenacadie Heliport,Shubenacadie,CA,heliport
CSU5,Weymontachie Airport,Wemotaci,CA,small_airport
CSU6,Spout Lake Seaplane Base,,CA,seaplane_base
CSU7,Lac-à-la-Tortue Water Aerodrome,Lac-à-la-Tortue,CA,seaplane_base
CSU8,Kelly Lake Heliport,Sudbury,CA,heliport
CSV2,Ste-Agathe (AIM) Heliport,Ste-Agathe,CA,heliport
CSV3,Bécancour Heliport,Bécancour,CA,heliport
CSV4,Fort Saskatchewan Community Hospital Heliport,Fort Saskatchewan,CA,heliport
CSV6,Island View Water Aerodrome,Lake Scugog,CA,seaplane_base
CSV8,Sloan Valley View Farm Airfield,Schomberg,CA,small_airport
CSV9,St-Mathias Seaplane Base,,CA,seaplane_base
CSW5,Montréal (Bell) Heliport,Montréal,CA,heliport
CSW6,Hastings / Sweetwater Farms Airport,Asphodel-Norwood,CA,small_airport
CSW9,Ste-Véronique Seaplane Base,Ste-Véronique,CA,seaplane_base
CSX3,Richelieu Airport,Richelieu,CA,small_airport
CSX5,Grant Airport,St-Mathias,CA,small_airport
CSX7,Sexsmith (Exeter) Airport,Bluewater,CA,small_airport
CSY3,Sorel Airport,Saint-Robert,CA,small_airport
CSY4,Saint-Donat Aerodrome,Saint-Donat,CA,small_airport
CSY5,Valleyfield (Ciment Deval Inc) Heliport,Valleyfield,CA,heliport
CSY6,Poste Lemoyne (Complex Lg-3) Heliport,Poste Lemoyne,CA,heliport
CSY8,Natashquan (Lac De L'Avion) Seaplane Base,,CA,seaplane_base
CSY9,Cape Breton Regional Hospital Heliport,Sydney,CA,heliport
CSZ2,Québec (Complex H) Heliport,Québec,CA,heliport
CSZ3,Mont-Tremblant/Saint-Jovite Airport,Mont-Tremblant,CA,small_airport
CSZ4,St-Frédéric Airport,St-Frédéric,CA,small_airport
CSZ6,St-Jérôme (Hydro-Québec) Heliport,St-Jérôme,CA,heliport
CSZ7,Chibougamau/Lac Caché Water Aerodrome,Chibougamau,CA,seaplane_base
CSZ8,Montréal (Sacré-Coeur) Heliport,Montréal,CA,heliport
CSZ9,Schefferville/Squaw Lake Seaplane Base,,CA,seaplane_base
CT00,Electro-Methods Inc Heliport,South Windsor,US,heliport
CT01,Whelan Farms Airport,Bethlehem,US,small_airport
CT02,Clark Hill Heliport,Glastonbury,US,heliport
CT03,Bristol Hospital Heliport,Bristol,US,heliport
CT05,Kaman Aerospace Corp Heliport,Bloomfield,US,heliport
CT06,Delta One Heliport,Hartford,US,heliport
CT07,Skis Landing Area Airport,Colchester,US,small_airport
CT09,Heckler Field,Coventry,US,small_airport
CT10,Flat Rock Farm Heliport,Sterling,US,heliport
CT11,Devils Hopyard Field,East Haddam,US,small_airport
CT12,St. Vincent's Medical Center Heliport,Bridgeport,US,heliport
CT13,Yankee Airstrip,East Killingly,US,small_airport
CT14,Bancroft Airport,East Windsor Hill,US,small_airport
CT15,Wysocki Field,Ellington,US,small_airport
CT16,Fetske Seaplane Base,Essex,US,seaplane_base
CT17,United Technology Corp. Heliport,Hartford,US,heliport
CT18,State Emergency Heliport,Hartford,US,heliport
CT19,Laurie Field,Hazardville,US,small_airport
CT20,Rankl Field,Marlborough,US,small_airport
CT21,Sunnyvale Field,North Stonington,US,small_airport
CT22,H O Penn-1 Heliport,Newington,US,heliport
CT23,Della Heliport,Enfield,US,heliport
CT24,North Canaan Aviation Facilities Inc Airport,North Canaan,US,small_airport
CT25,Miry Dam Heliport,Middlebury,US,heliport
CT26,Corporate Ridge Heliport,Rocky Hill,US,heliport
CT27,Tennessee F Heliport,Enfield,US,heliport
CT28,Veterans Home & Hospital Heliport,Rocky Hill,US,heliport
CT29,Valley Farm Airport,Somers,US,small_airport
CT32,Gallup Farm Airport,Voluntown,US,small_airport
CT33,Clark Heliport,Wallingford,US,heliport
CT35,Hamilton Standard Heliport,Windsor Locks,US,heliport
CT36,Gager Field,Bozrah,US,small_airport
CT37,Sikorsky Bridgeport Heliport,Bridgeport,US,heliport
CT38,Corporate Center Heliport,Glastonbury,US,heliport
CT39,Maplewood Farm Airport,Durham,US,small_airport
CT40,Bob Thomas Ford Heliport,Hamden,US,heliport
CT41,General Electric Heliport,Fairfield,US,heliport
CT42,Wings Ago Airstrip,Goshen,US,small_airport
CT43,Spruce Airport,Jewett City,US,small_airport
CT44,Ripley Field,Litchfield,US,small_airport
CT45,Timex Heliport,Middlebury,US,heliport
CT46,Milford-Alexander Heliport,Milford,US,heliport
CT47,Consumer Products Div Warner-Lambert County Heliport,Milford,US,heliport
CT48,Wychwood Field,Mystic,US,small_airport
CT49,Plainville Heliport,New Britain,US,heliport
CT50,Marks Heliport,East Granby,US,heliport
CT51,Docktors Field,New Milford,US,small_airport
CT52,Flying Ridge Airstrip,Newtown,US,small_airport
CT53,Mountain View Heliport,Somers,US,heliport
CT54,North Branford Heliport,North Branford,US,heliport
CT55,North Haven Heliport,North Haven,US,heliport
CT57,Old Saybrook Heliport,Old Saybrook,US,heliport
CT59,Good Hill Farm Airport,Roxbury,US,small_airport
CT60,Ultimate Heliport,Bristol,US,heliport
CT62,Twin Manufacturing Company Heliport,South Windsor,US,heliport
CT63,Lake Compounce Heliport,Bristol/Southington,US,heliport
CT64,Pratt & Whitney Heliport,Southington,US,heliport
CT66,Long View Landing Airport,Washington,US,small_airport
CT68,Wauregan Heliport,Wauregan,US,heliport
CT69,Nasin Heliport,Willimantic,US,heliport
CT70,Wilsonville Heliport,Wilsonville,US,heliport
CT71,RTX Farmington Heliport,Farmington,US,heliport
CT72,Cigna Heliport,Bloomfield,US,heliport
CT73,South Meadows Heliport,Hartford,US,heliport
CT74,Westford Airstrip,Ashford,US,small_airport
CT75,UConn Health Heliport,Farmington,US,heliport
CT76,Chase Manhattan Bank of Ct Heliport,Trumbull,US,heliport
CT77,American Cyanamid County Heliport,Wallingford,US,heliport
CT78,Lord Creek Seaplane Base,Lyme,US,seaplane_base
CT79,Merritt 7 Helistop,Norwalk,US,heliport
CT80,Stonington Airpark,Stonington,US,small_airport
CT82,Quaddick Lake Seaplane Base,Thompson,US,seaplane_base
CT83,Dow Chemical Heliport,Danbury,US,heliport
CT84,Partyka Chevrolet Heliport,Hamden,US,heliport
CT85,Roberts Farm Airport,East Windsor,US,small_airport
CT86,Sanford Heliport,East Haddam,US,heliport
CT87,Bootlegger's Seaplane Base,Enfield,US,seaplane_base
CT89,Itt Heliport,Shelton,US,heliport
CT90,Dairy Mart Farms Inc Heliport,Enfield,US,heliport
CT92,Bemer Heliport,Portland,US,heliport
CT93,Backus Hospital Heliport,Norwich,US,heliport
CT95,Meriden-Wallingford Hospital Heliport,Meriden,US,heliport
CT96,Green Acres Airport,Bristol,US,small_airport
CT97,Shoreline Clinic Heliport,Essex,US,heliport
CT98,Middlesex Hospital Heliport,Middletown,US,heliport
CT99,Old Saybrook Police Heliport,Old Saybrook,US,heliport
CTA2,Sept-Îles (Hydro-Québec) Heliport,Sept-Îles,CA,heliport
CTA3,Île aux Coudres Airport,L'Isle-aux-Coudres,CA,small_airport
CTA4,St Bruno-de-Guigues Airport,St-Bruno-de-Guigues,CA,small_airport
CTA5,Val-d'Or/Hydrobase Piché Dubuisson Seaplane Base,Val-d'Or,CA,seaplane_base
CTA6,Bracebridge (Tinks) Airport,Bracebridge,CA,small_airport
CTA9,Ottawa / Gatineau (Casino) Heliport,Ottawa,CA,heliport
CTB2,Thunder Bay (Health Science Centre) Heliport,Thunder Bay,CA,heliport
CTB6,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,CA,small_airport
CTB7,Taber (Health Centre) Heliport,Taber,CA,heliport
CTB8,Three Bears Landing Airport,Cold Lake,CA,small_airport
CTC2,St-Alphonse/Lac Cloutier Seaplane Base,Saint-Alphonse,CA,seaplane_base
CTD3,Lac Sébastien Seaplane Base,,CA,seaplane_base
CTD4,Baie-St-Paul Heliport,Baie-St-Paul,CA,heliport
CTE3,Havre St-Pierre Seaplane Base,,CA,seaplane_base
CTF2,Tofield Health Centre Heliport,Tofield,CA,heliport
CTF3,Causapscal Airport,Causapscal,CA,small_airport
CTF4,Dundalk (Tripp Field) Aerodrome,Melancthon,CA,small_airport
CTF5,Pierceland (Turchyn Field),Pierceland,CA,small_airport
